Date,Town,Latitude,Longitude,County
2019-08-05,New Cumberland,40.2,-76.9,Hancock County
2022-11-11,West Palm Beach,26.8,-80.0,Palm Beach County
2023-05-16,West Palm Beach,26.8,-80.0,Palm Beach County
2021-11-25,Wesley Chapel,28.2,-82.3,Pasco County
2017-10-26,Copperas Cove,31.1,-97.9,Coryell County
2020-07-17,Mabel,43.5,-91.9,Fillmore County
2022-04-08,Austin,30.3,-97.7,Travis
2023-03-09,Driftwood,30.1,-98.0,Hays County
2022-07-29,Northville,42.4,-83.6,Wayne County
2019-05-09,Corpus Christi,27.7,-97.3,Nueces County
2022-08-30,Menominee,45.2,-87.7,Menominee County
2020-10-13,New Ringgold,40.6,-76.0,Schuylkill County
2020-08-03,Dundee,42.0,-83.7,Dundee City
2021-04-04,San Antonio,29.6,-98.3,Bexar County
2024-09-19,Crosslake,46.7,-94.1,Crow Wing County
2017-07-11,Minneapolis,45.0,-93.2,Hennepin County
2023-08-10,Tulsa,36.0,-95.9,Tulsa County
2018-05-31,Allenton,43.4,-88.4,Washington County
2017-08-28,Harrisville,44.7,-83.3,Weber County
2019-07-26,Harrisville,44.7,-83.3,Weber County
2021-10-15,The Colony,33.1,-96.9,Denton County
2021-11-21,Heath,32.9,-96.5,Licking County
2021-07-18,Edelstein,40.9,-89.6,Peoria County
2021-12-15,Apopka,28.7,-81.5,Orange County
2023-09-21,Manton,44.4,-85.5,Tehama County
2024-08-02,Fayetteville,43.0,-76.0,Cumberland County
2022-01-10,Titusville,28.5,-80.8,Brevard County
2017-10-11,Emmaus,40.5,-75.5,Lehigh County
2020-11-08,Austin,30.3,-97.7,Travis County
2019-09-19,Kewadin,45.0,-85.4,Antrim
2020-10-09,Blue Bell,40.2,-75.3,Montgomery County
2021-06-13,San Antonio,29.5,-98.4,Bexar County
2018-04-20,Holland,30.9,-97.4,Ottawa County
2018-07-21,Annandale,45.3,-94.1,Fairfax County
2021-10-06,Houston,29.8,-95.5,Harris County.
2020-11-03,Austin,30.3,-97.7,Travis County
2021-07-11,Minneapolis,44.9,-93.3,Hennepin County
2021-07-04,Caro,43.5,-83.5,Tuscola County
2020-07-10,Allenton,43.4,-88.4,Washington County
2023-07-12,Ferndale,42.5,-83.1,Whatcom County
2022-11-12,Wellington,26.7,-80.3,"Wellington City is located in the Wellington Region of New Zealand, which is a region rather than a county."
2020-10-14,Wynnewood,40.0,-75.3,Montgomery County
2021-12-22,Jacksonville,30.3,-81.8,Duval
2023-08-29,Millstadt,38.5,-90.1,St. Clair County
2024-08-03,Worcester,42.6,-74.8,Worcestershire
2020-07-12,Onalaska,43.9,-91.3,La Crosse County
2019-03-14,Woodway,31.6,-97.2,McLennan County.
2024-08-29,Tomahawk,45.6,-89.8,Lincoln County
2018-10-26,Junction,30.5,-99.8,Kimble County
2021-09-09,Buffalo,42.9,-78.8,Erie County
2022-07-30,Pinewood,47.7,-95.1,Miami-Dade County
